intent,greeting_normalized,text,frequency,pure_greeting,date
saludo_con_solicitud,hola,Hola buen día lamento la demora. Tenemos un alto flujo de mensajes en el momento. En este momento si los tengo disponibles en Zona franca Bogotá. ya valido el tema de la certificación y te envio la proforma por las 3 unidades,1,False,2025-10-10T22:13:48+03:00
saludo_con_solicitud,hola,"Hola buen día Leidy, ventilador de baño Broan lo tengo disponible para importación de 10-15 días. Te sirve este tiempo de entrega? Te lo facturo",1,False,2025-06-12T23:14:43+03:00
saludo_con_solicitud,hola,Hola buen día Maria. Te envio el link con la información técnica del sensor ahuyentador. Te genero la proforma? https://www.viaindustrial.com/sensor-repelente-ahuyentador-de-animales-por-ultrasonido-y-luz-b0d3lndh3l-qualirey/pp/P114385/,1,False,2025-10-29T16:30:53+03:00
saludo_con_solicitud,hola,"Hola buen día Nicolas, seria solo el suministro del medidor. En el momento no contamos con servicio de Instalación",1,False,2025-10-02T18:28:03+03:00
saludo_con_solicitud,hola,"hola buen día no, solo estamos en Bogotá",1,False,2025-08-09T03:43:20+03:00
saludo_con_solicitud,hola,hola buen día oferta corregida con el item solicitado: https://www.viaindustrial.com/cotizacion.asp?CotCliente=1243627&token=466360&p=P381379,1,False,2025-09-27T21:31:58+03:00
saludo_con_solicitud,hola,Hola buen día Soy Estefania. Cuéntame cómo te fue con la cotización,1,False,2025-11-05T00:15:36+03:00
saludo_con_solicitud,hola,Hola buen día tendríamos que evaluar,1,False,2025-07-15T17:51:34+03:00
saludo_con_solicitud,hola,"Hola buen día, claro que si te envio el link con la información, si necesitas algún dato adicional me indicas y con gusto te colaboro",1,False,2026-01-15T17:36:13+03:00
saludo_con_solicitud,hola,"Hola buen día, claro que si ya te envio la información",1,False,2025-06-05T23:15:14+03:00
saludo_con_solicitud,hola,"Hola buen día, Claro que si. Envíame tus datos para la factura y la dirección de entrega para continuar con el proceso",1,False,2025-07-24T16:02:58+03:00
saludo_con_solicitud,hola,"Hola buen día, como quedamos ayer en la llamada envió oferta en pdf, siempre para servirles >> >> Disculpe no veo la propuesta",1,False,2025-09-04T19:47:21+03:00
saludo_con_solicitud,hola,"hola buen día, con gusto el lunes te llamo y despejamos todas las dudas, la hora y dìa esta bien",1,False,2025-07-05T07:04:19+03:00
saludo_con_solicitud,hola,"Hola buen día, en el momento de segunda no manejo pero cuéntame con que características y presupuesto la buscas y veo cual te puedo ofrecer",1,False,2025-10-01T16:16:02+03:00
saludo_con_solicitud,hola,"Hola buen día, en el momento el Sabre lo tengo agotado. Recuerda que el M8 tiene el 10% de DESCUENTO por los siguientes 3 días. Te lo facturo",1,False,2025-07-23T14:48:41+03:00
saludo_con_solicitud,hola,"Hola buen día, En el momento solo estamos prestando el servicio a los equipos adquiridos con nosotros, me confirmas el Nit o Cedula con el que hiciste la compra para enviarte la cotización",1,False,2025-10-22T22:53:28+03:00
saludo_con_solicitud,hola,"Hola buen día, en este momento en cotización se encuentra en Dólares",1,False,2025-08-06T18:22:29+03:00
saludo_con_solicitud,hola,"HOLA buen día, en le momento solo manejo estas dos la ofertada y esta otra https://www.viaindustrial.com/cotizacion.asp?CotCliente=1220093&token=457535&p=P325379",1,False,2025-07-02T17:15:25+03:00
saludo_con_solicitud,hola,"HOLA buen día, en le momento solo manejo estas dos la ofertada y esta otra https://www.viaindustrial.com/cotizacion.asp?CotCliente=1220093&token=457535&p=P325379 me puedes regalar la cotización del segundo que ese es el que estamos buscando. carretilla de mano",1,False,2025-07-02T17:42:56+03:00
saludo_con_solicitud,hola,"hola buen día, Entrega: 8 a 10 DIAS me toca traerte de Miami",1,False,2025-12-15T12:17:32+03:00
saludo_con_solicitud,hola,"Hola buen día, espero te encuentres muy bien",1,False,2025-05-15T15:46:19+03:00
saludo_con_solicitud,hola,"hola buen día, esta es la oferta con el costo de envió a Bolivia desde Colombia. Este valor cubre solo el envió a su destino, mas no cubre impuestos, dado caso que su país lo cobre",1,False,2025-08-14T02:32:39+03:00
saludo_con_solicitud,hola,"hola buen día, esta es la oferta segun lo que nos indica https://www.viaindustrial.com/cotizacion.asp?CotCliente=1234099&token=462787&p=P381209",1,False,2025-08-28T18:03:37+03:00
saludo_con_solicitud,hola,"hola buen día, estuvimos marcando y no hubo respuesta, estaremos atentos para nueva coordinación de Reunión con gusto estamos para servirte y espejar tus inquietudes. Te marcamos gerencia y yo del 324 6847017",1,False,2025-07-07T16:52:42+03:00
saludo_con_solicitud,hola,"hola buen día, exactamente el mismo no lo tengo no disponible, lo que hice fue ofertartr alternativa similar",1,False,2025-12-18T14:15:10+03:00
saludo_con_solicitud,hola,"Hola buen día, gracias por informar, te comparto el nuevo enlace",1,False,2026-03-04T18:21:43+03:00
saludo_con_solicitud,hola,"hola buen día, https://www.viaindustrial.com/controlador-de-guiado-nav-900-nav-900-nav/pp/P381175/",1,False,2025-08-24T04:12:13+03:00
saludo_con_solicitud,hola,"hola buen día, https://www.viaindustrial.com/cotizacion.asp?CotCliente=1235482&token=463306&p=P251546",1,False,2025-08-27T18:57:13+03:00
saludo_con_solicitud,hola,"hola buen día, https://www.viaindustrial.com/cotizacion.asp?CotCliente=1264061&token=474023&p=P247421",1,False,2025-12-24T00:58:58+03:00
saludo_con_solicitud,hola,"hola buen día, https://www.viaindustrial.com/guantes-criogen-long-hastacodo-ll-pr-g99crberlgel-national-safety-apparel/pp/P189707/",1,False,2025-08-21T22:06:28+03:00
saludo_con_solicitud,hola,"hola buen día, la oferta con flete es esta https://www.viaindustrial.com/cotizacion.asp?CotCliente=1226488&token=459933&p=P244729 pero el item cambia el bionaire ya no lo comercializamos",1,False,2025-07-23T19:54:07+03:00
saludo_con_solicitud,hola,"Hola buen día, lamento la demora teniamos un error en el sistema de mensajes. Te confirmo que ya enviamos la cotización a los correos indicados. Me confirmas si te llego",1,False,2025-08-27T15:32:45+03:00
saludo_con_solicitud,hola,"Hola buen día, lamento la demora teníamos un error en el sistema de mensajes. Los indicadores los tenemos para importación de 8-12 días. Podemos iniciar el proceso con el abono del 70% y el restante para la entrega",1,False,2025-07-15T17:49:41+03:00
saludo_con_solicitud,hola,"Hola buen día, lamento la demora. Correcto, Te envio el link la información del detector. Te genero la proforma? Para que aproveches el DESCUENTO",1,False,2025-12-18T19:04:17+03:00
saludo_con_solicitud,hola,"Hola buen día, lamento la demora. Envio la cotización en PDF con el DESCUENTO para que puedas descargarla. Te genero la proforma para que aproveches el DESCUENTO",1,False,2025-11-18T18:45:45+03:00
saludo_con_solicitud,hola,"Hola buen día, lamento la demora. La cotización es solo por el equipo, en el momento no contamos con instalación. Ustedes son los usuarios finales",1,False,2025-10-17T01:01:36+03:00
saludo_con_solicitud,hola,"Hola buen día, lamento la demora. La cotización es solo por el equipo, en el momento no contamos con instalación. Ustedes son los usuarios finales? === SYSTEM WZ === La plantilla de marketing no se puede enviar a este cliente en este momento debido a la limitación de mensajes de marketing. Inténtelo de nuevo más tarde o envíe una plantilla de otra categoría",1,False,2025-10-17T01:01:44+03:00
saludo_con_solicitud,hola,"Hola buen día, lamento la demora. seagull es procedencia chino, excelente calidad y tiene garantia 1 año. Me confirmas si te llego el PDF",1,False,2025-07-24T17:20:56+03:00
saludo_con_solicitud,hola,"Hola buen día, lamento la demora. Te envio el link con la información tecnica. Quedo atenta cualquier cosa",1,False,2026-01-14T23:13:27+03:00
saludo_con_solicitud,hola,"Hola buen día, lamento la demora. Te envio el link la ficha técnica del extractor, ustedes son los usuarios finales? https://www.viaindustrial.com/catalogos_pdf/P257973.pdf",1,False,2025-10-30T14:37:16+03:00
saludo_con_solicitud,hola,"hola buen día, lamento la demora. Teníamos un error en el sistema de mensajes. Me confirmas si aun están interesados en la compra del Diferencial",1,False,2026-03-12T23:43:31+03:00
saludo_con_solicitud,hola,"Hola buen día, me confirmas con que Nit nos realizaron la compra de los equipos para actualizarte la cotización. Ya que en el momento solo prestamos el servicio para los equipos que compraron con nosotros. Estoy atenta para la actualización",1,False,2025-06-17T18:15:38+03:00
saludo_con_solicitud,hola,"Hola buen día, Me gustaría saber si ya realizaron el pago del odómetro o para cuando está programado",1,False,2025-06-19T17:15:02+03:00
saludo_con_solicitud,hola,"Hola buen día, me registra el SOLICITUD DE COTIZACIÓN 10037091",1,False,2025-05-27T15:42:02+03:00
saludo_con_solicitud,hola,"Hola buen día, mi nombre es Yucelys Andrade. Le hablo desde la empresa Transambiental. me quiero realizar una cotización con ustedes de los siguientes productos",1,False,2026-01-19T18:35:51+03:00
saludo_con_solicitud,hola,"Hola buen día, muy bien y usted? Dame un momento estoy validando con logística",1,False,2025-05-05T19:35:46+03:00
saludo_con_solicitud,hola,"hola buen día, necesitas despejar inquietudes de la oferta?? o tienes un equipo y necesitas asesoría",1,False,2025-10-10T23:03:57+03:00
saludo_con_solicitud,hola,"Hola buen día, no recibí",1,False,2025-12-05T19:47:50+03:00
saludo_con_solicitud,hola,"Hola buen día, no señora, aun estan validando que hacer",1,False,2025-06-16T19:44:24+03:00
saludo_con_solicitud,hola,"hola buen día, Oferta: https://www.viaindustrial.com/cotizacion.asp?CotCliente=1223893&token=458960&p=P323470q cn el felte, no incluye impuestos",1,False,2025-07-17T05:31:36+03:00
saludo_con_solicitud,hola,"Hola buen día, ok oferta modificada https://www.viaindustrial.com/cotizacion.asp?CotCliente=1240892&token=465334&p=P381320",1,False,2025-09-18T11:51:28+03:00
saludo_con_solicitud,hola,"Hola buen día, por defecto viene en enlace... yo te la envio en pdf pero siempre llegara x enalce vale",1,False,2025-11-11T17:07:54+03:00
saludo_con_solicitud,hola,"Hola buen día, porfa su ayuda",1,False,2025-12-10T17:29:54+03:00
saludo_con_solicitud,hola,"Hola buen día, pudiste revisar el link de la cotización enviada? Te confirmo que la escalera es de 24 pasos",1,False,2025-12-02T19:15:25+03:00
saludo_con_solicitud,hola,"Hola buen día, pudiste revisar el link de la cotización que te envio de la Máquina taponadora de perfume?. Te reenvio el link y la imagen. Te cuento que en este momento cuenta con el 16% de DESCUENTO Para la Compra",1,False,2025-11-05T00:31:09+03:00
saludo_con_solicitud,hola,"Hola buen día, se encuentra en estudio",1,False,2025-04-11T15:41:17+03:00
saludo_con_solicitud,hola,"Hola buen día, si corresponde a la cotizada. La entrega es de 8 a 10 días. Enviame tu Rut o cedula y la dirección de entrega para continuar el proceso",1,False,2025-07-28T17:29:54+03:00
saludo_con_solicitud,hola,"Hola buen día, Si el juego Incluye: (1) 1 Entre el 9 (2) Ceros, (1) Guión, (1) Punto Decimal, (2) Separadores",1,False,2025-07-30T14:34:31+03:00
saludo_con_solicitud,hola,"hola buen día, si hacemos envio a México o cualquier pais de Latam, se te cobraria el envio EXW... SUTEDES PAGAN impuestos",1,False,2025-09-28T13:47:38+03:00
saludo_con_solicitud,hola,"hola buen día, si ya lo envio es q fabrica no me habioa respodido",1,False,2025-09-02T00:00:36+03:00
saludo_con_solicitud,hola,"hola buen día, te envió oferta de envió a Caracas, recuerda que no cubre impuestos hipotéticamente que tu país lo exija https://www.viaindustrial.com/cotizacion.asp?CotCliente=1230574&token=461465&p=P259297",1,False,2025-08-07T00:28:03+03:00
saludo_con_solicitud,hola,"Hola buen día, Te puedo dar el 15% de DESCUENTO. Te genero la proforma",1,False,2025-10-20T15:09:19+03:00
saludo_con_solicitud,hola,"Hola buen día, Te puedo dar el 15% de DESCUENTO. Te genero la proforma? === SYSTEM WZ === La plantilla de marketing no se puede enviar a este cliente en este momento debido a la limitación de mensajes de marketing. Inténtelo de nuevo más tarde o envíe una plantilla de otra categoría",1,False,2025-10-20T15:09:34+03:00
saludo_con_solicitud,hola,"Hola buen día, te reenvío la cotización en PDF, me confirmas si te llega, por favor",1,False,2025-07-15T16:42:39+03:00
saludo_con_solicitud,hola,Hola buen día. Claro que si ya te envio el link,1,False,2025-05-22T17:11:52+03:00
saludo_con_solicitud,hola,"Hola buen día. Cuéntame cómo te fue con la cotización? >> >> Hola buenas tardes, es que siempre es costosa pensamos que era mas economica",1,False,2026-03-12T23:32:03+03:00
saludo_con_solicitud,hola,Hola buen día. Cuéntame que te dijeron de la cotización? Este Interruptor en el momento cuenta con el 16% de DESCUENTO. Ya te lo actualice en la cotización,1,False,2025-10-02T18:38:32+03:00
saludo_con_solicitud,hola,Hola buen día. Estoy atenta a los datos para enviarte la factura proforma y continuar con el proceso de compra. Me confirmas la dirección de entrega,1,False,2025-07-25T14:21:55+03:00
saludo_con_solicitud,hola,"Hola buen día. La cotizada es cinta de prueba de adhesión de trama cruzada elcometer 99. Con la imagen que me envías no es posible establecer la referencia exacta, me la confirmas para confirmarte si sería esta o actualizarte la cotización, Quedo atenta",1,False,2025-12-13T19:24:51+03:00
saludo_con_solicitud,hola,Hola buen día. La vigencia de la licencia es de 12 meses. Te genero la proforma,1,False,2025-10-14T18:19:12+03:00
saludo_con_solicitud,hola,"Hola buen día. Lamentamos informarte que en el momento NO manejamos el equipo a cotizar, te compartimos nuestro portafolio para una próxima ocasión. https://www.viaindustrial.com/catalogo-instrumentacion-ferreteria-suplementos-industriales/",1,False,2025-09-30T15:10:31+03:00
saludo_con_solicitud,hola,Hola buen día. Lamento la demora me confirmas los rangos del los equipos para enviarte la cotización o si buscas alguna referencia en especial Flujómetro para pruebas de flujo -Rango Equipo para calibrar tacómetro - Alguna referencia en especial? Comparardor de caratulas - Rango,1,False,2025-10-03T02:04:09+03:00
saludo_con_solicitud,hola,Hola buen día. Lamento la demora me confirmas los rangos del los equipos para enviarte la cotización o si buscas alguna referencia en especial Flujómetro para pruebas de flujo -Rango Equipo para calibrar tacómetro - Alguna referencia en especial? Comparardor de caratulas - Rango === SYSTEM WZ === Mensaje no enviado. Aumente su suscripción para escribir primero y enviar plantillas WABA,1,False,2025-10-03T02:04:10+03:00
saludo_con_solicitud,hola,"Hola buen día. Lamento la demora teníamos un error en el sistema de Mensajes. En el momento no contamos con los consumibles. Esta maquina la tenemos para importación bajo pedido, no contamos con una para exhibición, pero Te voy a enviar el link con la informacion técnica y una foto de la maquina. Esta tiene en el momento un DESCUENTO del 12% para la compra. Te la facturo",1,False,2025-06-14T18:30:07+03:00
saludo_con_solicitud,hola,Hola buen día. Me acaban de autorizar el 16% de DESCUENTO cuéntame en que ciudad sería la entrega para validar el flete,1,False,2025-10-16T17:10:01+03:00
saludo_con_solicitud,hola,Hola buen día. Me autorizaron sostenerte la Cotización Inicial. La entrega es de 45-60 días el proceso de importación. En que ciudad sería la entrega del Polipasto,1,False,2025-10-16T19:53:38+03:00
saludo_con_solicitud,hola,Hola buen día. Muy bien y usted? Cuéntame cómo te fue con la cotización,1,False,2025-05-12T18:10:38+03:00
saludo_con_solicitud,hola,"Hola buen día. Nuestra dirección es en la Cl. 76 #20b-24, Bogotá, Colombia Oficina 207 Edificio Centrum Nuestro horario comercial es el siguiente: Lunes a Viernes: 7:30 - 5:00 Sábado: 8:00 - 11:30 Domingo: Cerrado",1,False,2025-06-06T18:08:27+03:00
saludo_con_solicitud,hola,"Hola buen día. Te cuento que en el momento estas duchas tienen un 10% de DESCUENTO para la compra. El precio final con el DESCUENTO y envio te queda en 14,511 Dólares. >> >>Te envio el link con la información técnica, es de fácil instalación y trae todo lo necesario para ello. >> >>https://www.viaindustrial.com/sistema-de-ducha-de-descontaminacion-neumatico-portatil-dat1010s-fsi/pp/P191757/ Buenos dias !!! Genial",1,False,2025-05-28T15:18:43+03:00
saludo_con_solicitud,hola,"Hola buen día. Te cuento que en el momento estas duchas tienen un 10% de DESCUENTO para la compra. El precio final con el DESCUENTO y envio te queda en 14,511 Dólares. >> >>Te envio el link con la información técnica, es de fácil instalación y trae todo lo necesario para ello. >> >>https://www.viaindustrial.com/sistema-de-ducha-de-descontaminacion-neumatico-portatil-dat1010s-fsi/pp/P191757/ Ese precio de 14511 es el fina que voy a pagar. Pprque no veo el iva incluido o no se paga",1,False,2025-05-28T15:21:00+03:00
saludo_con_solicitud,hola,"Hola buen día. Te cuento que en el momento estas duchas tienen un 10% de DESCUENTO para la compra. El precio final con el DESCUENTO y envio te queda en 14,511 Dólares. >> >>Te envio el link con la información técnica, es de fácil instalación y trae todo lo necesario para ello. >> >>https://www.viaindustrial.com/sistema-de-ducha-de-descontaminacion-neumatico-portatil-dat1010s-fsi/pp/P191757/ Si este lo vi pero no trae más fotos o la información en español. Ya que el cliente me esta pidiendo Ficha tecnica",1,False,2025-05-28T15:19:19+03:00
saludo_con_solicitud,hola,"Hola buen pie de rey digital Estándar de 12"""" tengo marca numit, te envio el link con las especificaciones: https://www.viaindustrial.com/calibrador-pie-de-rey-digital-via12-numit/pp/P246619/",1,False,2025-08-22T17:57:06+03:00
saludo_con_solicitud,hola,Hola buena tarde cuenta con ambas certificados,1,False,2025-06-19T22:56:59+03:00
saludo_con_solicitud,hola,"Hola buenas noches, me confirmas por favor la referencia. la que me indicas no la encuentro",1,False,2025-11-13T06:07:50+03:00
saludo_con_solicitud,hola,"Hola buenas tarde, se quiere comprar, cómo hemos el pago 50% ahorita y 50 % contra entrega",1,False,2025-06-12T23:49:11+03:00
saludo_con_solicitud,hola,Hola Buenas tardes ; Estoy requiriendo un puente grua 300 kg,1,False,2025-08-04T23:46:40+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Ariana, cuentame por favor si aun estan interesados en la compra de la Camara termografica SKF TKTI 31",1,False,2025-10-10T00:27:21+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Camilo, te cuento que ya llegaron las galgas, me confirmas por favor hasta que hora reciben",1,False,2025-08-06T22:25:15+03:00
saludo_con_solicitud,hola,Hola buenas tardes don Diego,1,False,2025-07-21T22:36:47+03:00
saludo_con_solicitud,hola,Hola buenas tardes don Enrique,1,False,2025-10-07T23:03:22+03:00
saludo_con_solicitud,hola,"Hola buenas tardes don Hector, la entrega esta para mañana. una vez tenga la guia le notifico",1,False,2025-07-22T22:02:30+03:00
saludo_con_solicitud,hola,"hola buenas tardes don Nelson, soy Estefania Gonzalez. me envia el RUT por favor los creo en el sistema",1,False,2025-06-10T22:27:56+03:00
saludo_con_solicitud,hola,Hola buenas tardes es que me gustaria comprar un Torno alfarero para diciembre y me gustaria cotizar esta referencia por favor,1,False,2025-11-05T01:00:27+03:00
saludo_con_solicitud,hola,hola buenas tardes estoy interesada en tas maquinas podrian darme mas informacion y si tienen videos de las maquinas trabajando desde que se introduce el ajo,1,False,2025-08-27T22:12:37+03:00
saludo_con_solicitud,hola,Hola buenas tardes favor nod ayudas con una cotizacion,1,False,2025-08-06T00:55:17+03:00
saludo_con_solicitud,hola,"Hola buenas tardes mi nombre es Jenny Cardona, uds tienen peladora de cable cobre? Y a como",1,False,2025-08-08T22:06:25+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Nairobis, soy Estefania. Lamentamos la demora hemos tenido un alto flujo de mensajes y el error de la asistente Virtual",1,False,2025-11-21T23:49:01+03:00
saludo_con_solicitud,hola,hola buenas tardes que pena es que no me ha llegado la cotizacion,1,False,2025-07-02T23:24:58+03:00
saludo_con_solicitud,hola,Hola buenas tardes Solanyi. indicame por favor cual referencia se ajusta al requerimiento te envio la ficha tecnica,1,False,2025-10-24T21:57:34+03:00
saludo_con_solicitud,hola,Hola buenas tardes soy Estefania. Cuéntame para cuando tienen programada la compra,1,False,2026-01-08T22:58:39+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Sra Alba, cuenteme ya le aprobaron la compra de los equipos",1,False,2025-12-02T20:15:14+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Sra Alba, soy Estefania Gonzalez. te estaba llamando para validar la cotizacion",1,False,2025-11-07T23:31:31+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Sra Alicia, cuentame lograron revisar la proforma con el nit corregido",1,False,2025-07-29T23:47:36+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Sra Claudia, ahora te llame para validar el contacto de compras ya que aun no se comunican conmigo",1,False,2025-09-04T21:25:33+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Sra Diana, cuenteme ya le aprobaron la compra del sonometro",1,False,2025-12-02T20:22:32+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Sra Diana, espero se encuentre muy bien, paso para validar si aun estan interesados en la compra del Deshidratador de alimentos",1,False,2025-10-09T23:35:05+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Sra Diana, he tratado de comunicarme para saber si continuan interesados en la compra del equipo",1,False,2025-09-19T00:26:36+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Sra Diana, he tratado de comunicarme para saber si continuan interesados en la compra del equipo === SYSTEM WZ === La plantilla de marketing no se puede enviar a este cliente en este momento debido a la limitación de mensajes de marketing. Inténtelo de nuevo más tarde o envíe una plantilla de otra categoría",1,False,2025-09-19T00:26:42+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Sra Victoria, se realiza el envio por empresa transportadora. me indicas por favor la ciudad de entrega y me envias el RUT por favor",1,False,2025-10-30T23:06:29+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Stefani. la balanza si viene con Conexión de escáner para lectura de EAN-13, EAN-128",1,False,2025-07-03T22:57:02+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Viviana, los cotizados son los mismos que nosotros te cotizamos",1,False,2025-08-20T20:39:38+03:00
saludo_con_solicitud,hola,Hola buenas tardes y ustedes tienen técnico para arreglar uno que ya tengo,1,False,2025-07-01T20:26:54+03:00
saludo_con_solicitud,hola,"Hola buenas tardes Yenny, espero estes muy bien. cuentame cual medidor de compost van a comprar. recuerda que la universidad cuenta con credito",1,False,2025-10-24T20:37:38+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, acabo de enviartelo desde el correo comercial@viaindustrial.com",1,False,2025-02-06T21:36:37+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, al correo te di respuesta. llegan de 18 al 20 de febrero, una vez llegue te comparto la guia",1,False,2026-01-27T23:54:12+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, Cuenta con 1 año de garantía por defecto de fabrica, también te brindamos soporte, mantenimiento y capacitación en caso de requerirla, la cual no tiene costo adicional",1,False,2025-09-02T00:35:36+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, cuentame desean realizar la compra",1,False,2025-09-09T23:48:12+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, cuentame ya aprobaron la compra del equipo =",1,False,2025-12-02T23:07:11+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, cuenteme ya aprobaron la compra de los equipos",1,False,2025-12-02T22:38:36+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, cuenteme ya realizaron el pago ? o para cuando esta progr",1,False,2025-06-28T00:22:28+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, en el momento solo prestamos el servicio para los equipos adquiridos con nosotros. Confírmame el Nit o cedula con el que realizaron la compra para generar la cotización",1,False,2026-02-03T22:28:10+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, en la cotizacion se encuentran los equipos que manejamos. lograron revisarla",1,False,2025-10-15T23:50:04+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, es importado de 10 dias habiles",1,False,2026-01-30T00:56:40+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, escribo para cotizar unos equipos de laboratorio",1,False,2026-01-09T22:36:37+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, espero estes muy bien. cuentame si lograste que te aceptaran las referencias cotizadas",1,False,2025-11-28T00:04:06+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, espero se encuentre muy bien. paso para revisar si tienen actualizacion con la compra de los equipos",1,False,2025-09-08T23:31:47+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, lamento la demora teníamos un error en el sistema de mensajes. La entrega de la Cotización 1204794 Esta proyectada para el 5/07/2025 Si nos llega a llegar antes te informo y compartimos la guía de envio",1,False,2025-06-18T17:26:55+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, lamento la demora. Muy bien y usted? Cuéntame en que te puedo colaborar con gusto",1,False,2026-01-09T23:09:53+03:00
saludo_con_solicitud,hola,"hola buenas tardes, me colaboras cotizándome estos materiales con despacho a la carrera 122 # 23-396 vía puerto tejada frente a la universidad de san Martín, te agradezco",1,False,2025-05-29T21:29:18+03:00
saludo_con_solicitud,hola,"hola buenas tardes, me confirmas si las manejan",1,False,2025-09-09T20:58:32+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, nosotros ya enviamos la licitación estamos a espera que nos respondan",1,False,2025-09-12T02:24:03+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, para esa variable no contamos con laboratorio. el equipo viene calibrado de fabrica",1,False,2025-10-16T23:48:27+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, por favor me indicas si aun estan interesados en la compra de los 4 carretes",1,False,2025-11-11T19:53:53+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, por favor me informa si continuan interesados en la compra del equipo",1,False,2025-11-11T23:25:12+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, pues aún están en definición de la propuesta",1,False,2025-06-25T23:19:01+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, Quería confirmar si tuviste oportunidad de revisar la cotización que te envié con la referencia mas economica",1,False,2025-10-28T22:20:02+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, Quería confirmar si tuviste oportunidad de revisar la cotización que te envié con la referencia mas economica >> >> Si",1,False,2025-10-29T01:08:13+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, quería validar si te llego la cotización en PDF y como te fue con ella. Recuerda que cuenta con el 10% de DESCUENTO hasta el día de Hoy. Te envio la proforma",1,False,2025-09-15T20:05:57+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, soy Estefania Gonzalez. Cuenta con 1 año de garantía por defecto de fabrica, también te brindamos soporte, mantenimiento y capacitación en caso de requerirla, la cual no tiene costo adicional",1,False,2025-05-04T01:02:02+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, soy Estefania. me indicas tu nombre por favor",1,False,2025-10-22T23:01:20+03:00
saludo_con_solicitud,hola,"hola buenas tardes, te escribe Álvaro reyes del área de compras de ferias y eventos Sa, me colaboras cotizándome este servicio con despacho al parque river view park en Carrera 24 con calle 80 esquina, Soledad Atlántico Frente al Olímpica de los Robles de la Circunvalar, te agradezco quedo atento",1,False,2025-06-03T23:27:58+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, ya le dieron respuesta a la duda que tenian",1,False,2025-07-16T23:06:40+03:00
saludo_con_solicitud,hola,"Hola buenas tardes, ya le dieron respuesta a la duda que tenian ? === SYSTEM WZ === An error occurred. The information has already been directed to Wazzup developers",1,False,2025-07-16T23:06:45+03:00
saludo_con_solicitud,hola,Hola buenas tardes. Así es. Ya le enviamos al cliente nuestro la oferta. Cualquier noticia te aviso. Gracias,1,False,2025-06-24T23:51:25+03:00
saludo_con_solicitud,hola,hola buenos di2as,1,False,2025-06-05T19:35:32+03:00
saludo_con_solicitud,hola,"Hola buenos dias , si creo que está bien todo , me imagino que la cotización son para solo dos hebillas",1,False,2025-06-19T17:39:39+03:00
saludo_con_solicitud,hola,Hola buenos dias .. Sra Ana,1,False,2025-04-01T19:54:19+03:00
saludo_con_solicitud,hola,"hola buenos dias Angie, soy Estefania Gonzalez. cuentame cual referencia buscan para multimetros marca fluke",1,False,2025-07-22T15:51:16+03:00
saludo_con_solicitud,hola,"Hola buenos dias Carolina, te actualice la cotizacion con la referencia que lo homologa",1,False,2025-06-24T17:20:02+03:00
saludo_con_solicitud,hola,"Hola buenos dias Catalina, cuentame desean continuar con la compra del tripode",1,False,2025-11-11T19:08:31+03:00
saludo_con_solicitud,hola,Hola buenos dias como esta para cotizar 10 ventiladores de pared es para un colegio muchas gracias,1,False,2025-06-17T20:12:36+03:00
